"","Site","Year","Block","Group","Code","Plot","Genus","Species","Cover","Quadrant"
"1743","Knepp",2024,"N",NA,"N121","121","Cirsium","Cirsium_palustre",5,2
"1744","Knepp",2024,"N",NA,"N121","121","Bromus","Bromus_hordeaceus",10,2
"1745","Knepp",2024,"N",NA,"N121","121","Vicia","Vicia_tetrasperma",5,2
"1746","Knepp",2024,"N",NA,"N121","121","Jacobaea","Jacobaea_erucifolia",10,2
"1747","Knepp",2024,"N",NA,"N121","121","Holcus","Holcus_lanatus",15,2
"1748","Knepp",2024,"N",NA,"N121","121","Cynosurus","Cynosurus_cristatus",1,2
"1749","Knepp",2024,"N",NA,"N121","121","Rubus","Rubus_fruticosus",30,3
"1750","Knepp",2024,"N",NA,"N121","121","Lathyrus","Lathyrus_sativus",3,3
"1751","Knepp",2024,"N",NA,"N121","121","Epilobium","Epilobium_tetragonum",10,3
"1752","Knepp",2024,"N",NA,"N121","121","Epilobium","Epilobium_ciliatum",5,3
"1753","Knepp",2024,"N",NA,"N121","121","Cirsium","Cirsium_palustre",20,3
"1754","Knepp",2024,"N",NA,"N121","121","Pulicaria","Pulicaria_dysenterica",20,3
"1755","Knepp",2024,"N",NA,"N121","121","Vicia","Vicia_tetrasperma",2,3
"1756","Knepp",2024,"N",NA,"N121","121","Poa","Poa_trivialis",5,3
"1757","Knepp",2024,"N",NA,"N121","121","Bromus","Bromus_hordeaceus",10,3
"1758","Knepp",2024,"N",NA,"N121","121","Prunella","Prunella_vulgaris",4,3
"1759","Knepp",2024,"N",NA,"N121","121","Rubus","Rubus_fruticosus",5,4
"1760","Knepp",2024,"N",NA,"N121","121","Lathyrus","Lathyrus_sativus",3,4
"1761","Knepp",2024,"N",NA,"N121","121","Epilobium","Epilobium_tetragonum",8,4
"1762","Knepp",2024,"N",NA,"N121","121","Epilobium","Epilobium_ciliatum",7,4
"1763","Knepp",2024,"N",NA,"N121","121","Cirsium","Cirsium_palustre",5,4
"1764","Knepp",2024,"N",NA,"N121","121","Pulicaria","Pulicaria_dysenterica",20,4
"1765","Knepp",2024,"N",NA,"N121","121","Jacobaea","Jacobaea_erucifolia",10,4
"1766","Knepp",2024,"N",NA,"N121","121","Poa","Poa_trivialis",10,4
"1767","Knepp",2024,"N",NA,"N121","121","Bromus","Bromus_hordeaceus",15,4
"1768","Knepp",2024,"N",NA,"N121","121","Prunella","Prunella_vulgaris",10,4
"1769","Knepp",2024,"N",NA,"N121","121","Holcus","Holcus_lanatus",15,4
"1770","Knepp",2024,"N",NA,"N121","121","Vicia","Vicia_tetrasperma",10,4
"1771","Knepp",2024,"N",NA,"N121","121","Geranium","Geranium_dissectum",5,4
"1772","Knepp",2024,"N",NA,"N123","123","Rubus","Rubus_fruticosus",15,1
"1773","Knepp",2024,"N",NA,"N123","123","Circaea","Circaea_lutetiana",10,1
"1774","Knepp",2024,"N",NA,"N123","123","Fraxinus","Fraxinus_excelsior",5,1
"1775","Knepp",2024,"N",NA,"N123","123","Brachypodium","Brachypodium_sylvaticum",5,1
"1776","Knepp",2024,"N",NA,"N123","123","Lonicera","Lonicera_periclymenum",5,1
"1777","Knepp",2024,"N",NA,"N123","123","Corylus","Corylus_avellana",0,1
"1778","Knepp",2024,"N",NA,"N123","123","Rubus","Rubus_fruticosus",10,2
"1779","Knepp",2024,"N",NA,"N123","123","Circaea","Circaea_lutetiana",5,2
"1780","Knepp",2024,"N",NA,"N123","123","Carex","Carex_pendula",15,2
"1781","Knepp",2024,"N",NA,"N123","123","Corylus","Corylus_avellana",0,2
"1782","Knepp",2024,"N",NA,"N123","123","Betula","Betula_pendula",0,2
"1783","Knepp",2024,"N",NA,"N123","123","Brachypodium","Brachypodium_sylvaticum",30,3
"1784","Knepp",2024,"N",NA,"N123","123","Rubus","Rubus_fruticosus",5,3
"1785","Knepp",2024,"N",NA,"N123","123","Geum","Geum_urbanum",3,3
"1786","Knepp",2024,"N",NA,"N123","123","Circaea","Circaea_lutetiana",10,3
"1787","Knepp",2024,"N",NA,"N123","123","Corylus","Corylus_avellana",0,3
"1788","Knepp",2024,"N",NA,"N123","123","Betula","Betula_pendula",0,3
"1789","Knepp",2024,"N",NA,"N123","123","Brachypodium","Brachypodium_sylvaticum",5,4
"1790","Knepp",2024,"N",NA,"N123","123","Rubus","Rubus_fruticosus",3,4
"1791","Knepp",2024,"N",NA,"N123","123","Geum","Geum_urbanum",17,4
"1792","Knepp",2024,"N",NA,"N123","123","Circaea","Circaea_lutetiana",10,4
"1793","Knepp",2024,"N",NA,"N123","123","Corylus","Corylus_avellana",0,4
"1794","Knepp",2024,"N",NA,"N123","123","Betula","Betula_pendula",0,4
"1795","Knepp",2024,"N",NA,"N123","123","Fraxinus","Fraxinus_excelsior",10,4
"1796","Knepp",2024,"M",NA,"M121","121","Potentilla","Potentilla_reptans",30,1
"1797","Knepp",2024,"M",NA,"M121","121","Cirsium","Cirsium_arvense",1,1
"1798","Knepp",2024,"M",NA,"M121","121","Festuca","Festuca_rubra",10,1
"1799","Knepp",2024,"M",NA,"M121","121","Lolium","Lolium_perenne",10,1
"1800","Knepp",2024,"M",NA,"M121","121","Agrostis","Agrostis_stolonifera",38,1
"1801","Knepp",2024,"M",NA,"M121","121","Poa","Poa_trivialis",10,1
"1802","Knepp",2024,"M",NA,"M121","121","Potentilla","Potentilla_reptans",20,2
"1803","Knepp",2024,"M",NA,"M121","121","Cirsium","Cirsium_arvense",5,2
"1804","Knepp",2024,"M",NA,"M121","121","Festuca","Festuca_rubra",10,2
"1805","Knepp",2024,"M",NA,"M121","121","Lolium","Lolium_perenne",10,2
"1806","Knepp",2024,"M",NA,"M121","121","Agrostis","Agrostis_stolonifera",40,2
"1807","Knepp",2024,"M",NA,"M121","121","Poa","Poa_trivialis",10,2
"1808","Knepp",2024,"M",NA,"M121","121","Trifolium","Trifolium_repens",5,2
"1809","Knepp",2024,"M",NA,"M121","121","Phleum","Phleum_pratense",1,2
"1810","Knepp",2024,"M",NA,"M121","121","Holcus","Holcus_lanatus",5,2
"1811","Knepp",2024,"M",NA,"M121","121","Cirsium","Cirsium_arvense",15,3
"1812","Knepp",2024,"M",NA,"M121","121","Potentilla","Potentilla_reptans",20,3
"1813","Knepp",2024,"M",NA,"M121","121","Festuca","Festuca_rubra",10,3
"1814","Knepp",2024,"M",NA,"M121","121","Holcus","Holcus_lanatus",20,3
"1815","Knepp",2024,"M",NA,"M121","121","Poa","Poa_trivialis",35,3
"1816","Knepp",2024,"M",NA,"M121","121","Cirsium","Cirsium_arvense",30,4
"1817","Knepp",2024,"M",NA,"M121","121","Potentilla","Potentilla_reptans",25,4
"1818","Knepp",2024,"M",NA,"M121","121","Poa","Poa_trivialis",30,4
"1819","Knepp",2024,"M",NA,"M121","121","Festuca","Festuca_rubra",5,4
"1820","Knepp",2024,"M",NA,"M121","121","Holcus","Holcus_lanatus",10,4
"1821","Knepp",2024,"M",NA,"M123","123","Phleum","Phleum_pratense",1,1
"1822","Knepp",2024,"M",NA,"M123","123","Poa","Poa_trivialis",5,1
"1823","Knepp",2024,"M",NA,"M123","123","Trifolium","Trifolium_repens",5,1
"1824","Knepp",2024,"M",NA,"M123","123","Agrostis","Agrostis_stolonifera",79,1
"1825","Knepp",2024,"M",NA,"M123","123","Poa","Poa_trivialis",5,2
"1826","Knepp",2024,"M",NA,"M123","123","Trifolium","Trifolium_repens",5,2
"1827","Knepp",2024,"M",NA,"M123","123","Agrostis","Agrostis_stolonifera",80,2
"1828","Knepp",2024,"M",NA,"M123","123","Holcus","Holcus_lanatus",5,2
"1829","Knepp",2024,"M",NA,"M123","123","Poa","Poa_trivialis",5,3
"1830","Knepp",2024,"M",NA,"M123","123","Trifolium","Trifolium_repens",5,3
"1831","Knepp",2024,"M",NA,"M123","123","Agrostis","Agrostis_stolonifera",70,3
"1832","Knepp",2024,"M",NA,"M123","123","Holcus","Holcus_lanatus",10,3
"1833","Knepp",2024,"M",NA,"M123","123","Poa","Poa_trivialis",20,4
"1834","Knepp",2024,"M",NA,"M123","123","Trifolium","Trifolium_repens",5,4
"1835","Knepp",2024,"M",NA,"M123","123","Agrostis","Agrostis_stolonifera",60,4
"1836","Knepp",2024,"M",NA,"M123","123","Holcus","Holcus_lanatus",20,4
"1837","Knepp",2024,"S","X","SX221","221","Rubus","Rubus_fruticosus",5,1
"1838","Knepp",2024,"S","X","SX221","221","Quercus","Quercus_robur",0,1
"1839","Knepp",2024,"S","X","SX221","221","Pinus","Pinus_sylvestris",0,1
"1840","Knepp",2024,"S","X","SX221","221","Geranium","Geranium_rotundifolium",1,2
"1841","Knepp",2024,"S","X","SX221","221","Quercus","Quercus_robur",0,2
"1842","Knepp",2024,"S","X","SX221","221","Pinus","Pinus_sylvestris",0,2
"1843","Knepp",2024,"S","X","SX221","221","Persicaria","Persicaria_maculosa",2,3
"1844","Knepp",2024,"S","X","SX221","221","Quercus","Quercus_robur",0,3
"1845","Knepp",2024,"S","X","SX221","221","Pinus","Pinus_sylvestris",0,3
"1846","Knepp",2024,"S","X","SX221","221","Geranium","Geranium_rotundifolium",0.5,4
"1847","Knepp",2024,"S","X","SX221","221","Quercus","Quercus_robur",0,4
"1848","Knepp",2024,"S","X","SX221","221","Pinus","Pinus_sylvestris",0,4
"1849","Knepp",2024,"S","X","SX223","223","Persicaria","Persicaria_maculosa",30,1
"1850","Knepp",2024,"S","X","SX223","223","Myosotis","Myosotis_scorpioides",10,1
"1851","Knepp",2024,"S","X","SX223","223","Brachypodium","Brachypodium_sylvaticum",15,1
"1852","Knepp",2024,"S","X","SX223","223","Agrostis","Agrostis_stolonifera",25,1
"1853","Knepp",2024,"S","X","SX223","223","Salix","Salix_cinerea",0,1
"1854","Knepp",2024,"S","X","SX223","223","Juncus","Juncus_effusus",80,2
"1855","Knepp",2024,"S","X","SX223","223","Brachypodium","Brachypodium_sylvaticum",10,2
"1856","Knepp",2024,"S","X","SX223","223","Rorippa","Rorippa_palustris",10,2
"1857","Knepp",2024,"S","X","SX223","223","Salix","Salix_cinerea",0,2
"1858","Knepp",2024,"S","X","SX223","223","Persicaria","Persicaria_hydropiper",25,3
"1859","Knepp",2024,"S","X","SX223","223","Myosotis","Myosotis_scorpioides",5,3
"1860","Knepp",2024,"S","X","SX223","223","Brachypodium","Brachypodium_sylvaticum",5,3
"1861","Knepp",2024,"S","X","SX223","223","Rumex","Rumex_obtusifolius",1,3
"1862","Knepp",2024,"S","X","SX223","223","Nasturtium","Nasturtium_officinale",1,3
"1863","Knepp",2024,"S","X","SX223","223","Cardamine","Cardamine_parviflora",1,3
"1864","Knepp",2024,"S","X","SX223","223","Callitriche","Callitriche_stagnalis",1,3
"1865","Knepp",2024,"S","X","SX223","223","Trifolium","Trifolium_repens",5,3
"1866","Knepp",2024,"S","X","SX223","223","Agrostis","Agrostis_stolonifera",25,3
"1867","Knepp",2024,"S","X","SX223","223","Potentilla","Potentilla_anserina",5,4
"1868","Knepp",2024,"S","X","SX223","223","Brachypodium","Brachypodium_sylvaticum",5,4
"1869","Knepp",2024,"S","X","SX223","223","Agrostis","Agrostis_stolonifera",20,4
"1870","Knepp",2024,"S","X","SX223","223","Salix","Salix_cinerea",60,4
"1871","Knepp",2024,"S","Z","SZ233","233","Pulicaria","Pulicaria_dysenterica",10,1
"1872","Knepp",2024,"S","Z","SZ233","233","Holcus","Holcus_lanatus",40,1
"1873","Knepp",2024,"S","Z","SZ233","233","Festuca","Festuca_rubra",5,1
"1874","Knepp",2024,"S","Z","SZ233","233","Agrostis","Agrostis_stolonifera",40,1
"1875","Knepp",2024,"S","Z","SZ233","233","Trifolium","Trifolium_repens",10,1
"1876","Knepp",2024,"S","Z","SZ233","233","Jacobaea","Jacobaea_erucifolia",1,1
"1877","Knepp",2024,"S","Z","SZ233","233","Jacobaea","Jacobaea_vulgaris",1,1
"1878","Knepp",2024,"S","Z","SZ233","233","Bromus","Bromus_hordeaceus",5,1
"1879","Knepp",2024,"S","Z","SZ233","233","Pulicaria","Pulicaria_dysenterica",15,2
"1880","Knepp",2024,"S","Z","SZ233","233","Holcus","Holcus_lanatus",15,2
"1881","Knepp",2024,"S","Z","SZ233","233","Agrostis","Agrostis_stolonifera",20,2
"1882","Knepp",2024,"S","Z","SZ233","233","Jacobaea","Jacobaea_vulgaris",1,2
"1883","Knepp",2024,"S","Z","SZ233","233","Rubus","Rubus_fruticosus",20,2
"1884","Knepp",2024,"S","Z","SZ233","233","Prunus","Prunus_spinosa",5,2
"1885","Knepp",2024,"S","Z","SZ233","233","Stellaria","Stellaria_graminea",5,2
"1886","Knepp",2024,"S","Z","SZ233","233","Jacobaea","Jacobaea_erucifolia",1,2
"1887","Knepp",2024,"S","Z","SZ233","233","Geranium","Geranium_dissectum",1,2
"1888","Knepp",2024,"S","Z","SZ233","233","Bromus","Bromus_hordeaceus",15,2
"1889","Knepp",2024,"S","Z","SZ233","233","Pulicaria","Pulicaria_dysenterica",10,3
"1890","Knepp",2024,"S","Z","SZ233","233","Stellaria","Stellaria_graminea",5,3
"1891","Knepp",2024,"S","Z","SZ233","233","Holcus","Holcus_lanatus",10,3
"1892","Knepp",2024,"S","Z","SZ233","233","Agrostis","Agrostis_stolonifera",50,3
"1893","Knepp",2024,"S","Z","SZ233","233","Jacobaea","Jacobaea_vulgaris",5,3
"1894","Knepp",2024,"S","Z","SZ233","233","Pulicaria","Pulicaria_dysenterica",20,4
"1895","Knepp",2024,"S","Z","SZ233","233","Stellaria","Stellaria_graminea",5,4
"1896","Knepp",2024,"S","Z","SZ233","233","Holcus","Holcus_lanatus",15,4
"1897","Knepp",2024,"S","Z","SZ233","233","Agrostis","Agrostis_stolonifera",40,4
"1898","Knepp",2024,"S","Z","SZ233","233","Jacobaea","Jacobaea_vulgaris",10,4
"1899","Knepp",2024,"S","Z","SZ233","233","Rubus","Rubus_fruticosus",5,4
"1900","Knepp",2024,"S","Z","SZ233","233","Prunus","Prunus_spinosa",5,4
"1901","Knepp",2024,"S","Z","SZ211","211","Pulicaria","Pulicaria_dysenterica",20,1
"1902","Knepp",2024,"S","Z","SZ211","211","Jacobaea","Jacobaea_vulgaris",10,1
"1903","Knepp",2024,"S","Z","SZ211","211","Trifolium","Trifolium_repens",40,1
"1904","Knepp",2024,"S","Z","SZ211","211","Festuca","Festuca_rubra",5,1
"1905","Knepp",2024,"S","Z","SZ211","211","Agrostis","Agrostis_stolonifera",10,1
"1906","Knepp",2024,"S","Z","SZ211","211","Poa","Poa_trivialis",5,1
"1907","Knepp",2024,"S","Z","SZ211","211","Ranunculus","Ranunculus_repens",10,1
"1908","Knepp",2024,"S","Z","SZ211","211","Holcus","Holcus_lanatus",1,1
"1909","Knepp",2024,"S","Z","SZ211","211","Pulicaria","Pulicaria_dysenterica",10,2
"1910","Knepp",2024,"S","Z","SZ211","211","Trifolium","Trifolium_repens",40,2
"1911","Knepp",2024,"S","Z","SZ211","211","Festuca","Festuca_rubra",10,2
"1912","Knepp",2024,"S","Z","SZ211","211","Agrostis","Agrostis_stolonifera",20,2
"1913","Knepp",2024,"S","Z","SZ211","211","Poa","Poa_trivialis",5,2
"1914","Knepp",2024,"S","Z","SZ211","211","Ranunculus","Ranunculus_repens",10,2
"1915","Knepp",2024,"S","Z","SZ211","211","Holcus","Holcus_lanatus",5,2
"1916","Knepp",2024,"S","Z","SZ211","211","Rubus","Rubus_fruticosus",5,2
"1917","Knepp",2024,"S","Z","SZ211","211","Geranium","Geranium_dissectum",1,2
"1918","Knepp",2024,"S","Z","SZ211","211","Juncus","Juncus_bufonius",5,2
"1919","Knepp",2024,"S","Z","SZ211","211","Pulicaria","Pulicaria_dysenterica",20,3
"1920","Knepp",2024,"S","Z","SZ211","211","Trifolium","Trifolium_repens",60,3
"1921","Knepp",2024,"S","Z","SZ211","211","Ranunculus","Ranunculus_repens",5,3
"1922","Knepp",2024,"S","Z","SZ211","211","Festuca","Festuca_rubra",5,3
"1923","Knepp",2024,"S","Z","SZ211","211","Agrostis","Agrostis_stolonifera",10,3
"1924","Knepp",2024,"S","Z","SZ211","211","Pulicaria","Pulicaria_dysenterica",20,4
"1925","Knepp",2024,"S","Z","SZ211","211","Trifolium","Trifolium_repens",50,4
"1926","Knepp",2024,"S","Z","SZ211","211","Ranunculus","Ranunculus_repens",10,4
"1927","Knepp",2024,"S","Z","SZ211","211","Festuca","Festuca_rubra",5,4
"1928","Knepp",2024,"S","Z","SZ211","211","Agrostis","Agrostis_stolonifera",10,4
"1929","Knepp",2024,"S","Z","SZ211","211","Urtica","Urtica_dioica",5,4
"1930","Knepp",2024,"S","Y","SY321","321","Holcus","Holcus_lanatus",15,1
"1931","Knepp",2024,"S","Y","SY321","321","Jacobaea","Jacobaea_vulgaris",20,1
"1932","Knepp",2024,"S","Y","SY321","321","Ranunculus","Ranunculus_repens",10,1
"1933","Knepp",2024,"S","Y","SY321","321","Geranium","Geranium_dissectum",2,1
"1934","Knepp",2024,"S","Y","SY321","321","Cerastium","Cerastium_fontanum",1,1
"1935","Knepp",2024,"S","Y","SY321","321","Erigeron","Erigeron_annuus",1,1
"1936","Knepp",2024,"S","Y","SY321","321","Trifolium","Trifolium_repens",1,1
"1937","Knepp",2024,"S","Y","SY321","321","Agrostis","Agrostis_stolonifera",40,1
"1938","Knepp",2024,"S","Y","SY321","321","Holcus","Holcus_lanatus",20,2
"1939","Knepp",2024,"S","Y","SY321","321","Jacobaea","Jacobaea_vulgaris",5,2
"1940","Knepp",2024,"S","Y","SY321","321","Ranunculus","Ranunculus_repens",10,2
"1941","Knepp",2024,"S","Y","SY321","321","Trifolium","Trifolium_repens",10,2
"1942","Knepp",2024,"S","Y","SY321","321","Agrostis","Agrostis_stolonifera",30,2
"1943","Knepp",2024,"S","Y","SY321","321","Rubus","Rubus_fruticosus",25,2
"1944","Knepp",2024,"S","Y","SY321","321","Jacobaea","Jacobaea_vulgaris",30,3
"1945","Knepp",2024,"S","Y","SY321","321","Rubus","Rubus_fruticosus",15,3
"1946","Knepp",2024,"S","Y","SY321","321","Holcus","Holcus_lanatus",15,3
"1947","Knepp",2024,"S","Y","SY321","321","Agrostis","Agrostis_stolonifera",30,3
"1948","Knepp",2024,"S","Y","SY321","321","Ranunculus","Ranunculus_repens",15,3
"1949","Knepp",2024,"S","Y","SY321","321","Trifolium","Trifolium_repens",10,3
"1950","Knepp",2024,"S","Y","SY321","321","Geranium","Geranium_dissectum",5,3
"1951","Knepp",2024,"S","Y","SY321","321","Jacobaea","Jacobaea_vulgaris",5,4
"1952","Knepp",2024,"S","Y","SY321","321","Rubus","Rubus_fruticosus",10,4
"1953","Knepp",2024,"S","Y","SY321","321","Holcus","Holcus_lanatus",5,4
"1954","Knepp",2024,"S","Y","SY321","321","Agrostis","Agrostis_stolonifera",50,4
"1955","Knepp",2024,"S","Y","SY321","321","Ranunculus","Ranunculus_repens",15,4
"1956","Knepp",2024,"S","Y","SY321","321","Trifolium","Trifolium_repens",5,4
"1957","Knepp",2024,"S","Y","SY321","321","Geranium","Geranium_dissectum",10,4
"1958","Boothby",2024,"N","W","NW111","111","Cynosurus","Cynosurus_cristatus",80,1
"1959","Boothby",2024,"N","W","NW111","111","Poa","Poa_pratensis",10,1
"1960","Boothby",2024,"N","W","NW111","111","Stellaria","Stellaria_media",1,1
"1961","Boothby",2024,"N","W","NW111","111","Prunus","Prunus_spinosa",1,1
"1962","Boothby",2024,"N","W","NW111","111","Hordeum","Hordeum_brachyantherum",15,1
"1963","Boothby",2024,"N","W","NW111","111","Cynosurus","Cynosurus_cristatus",85,2
"1964","Boothby",2024,"N","W","NW111","111","Hordeum","Hordeum_brachyantherum",10,2
"1965","Boothby",2024,"N","W","NW111","111","Stellaria","Stellaria_media",1,2
"1966","Boothby",2024,"N","W","NW111","111","Lolium","Lolium_perenne",5,2
"1967","Boothby",2024,"N","W","NW111","111","Cynosurus","Cynosurus_cristatus",80,3
"1968","Boothby",2024,"N","W","NW111","111","Festuca","Festuca_rubra",1,3
"1969","Boothby",2024,"N","W","NW111","111","Agrostis","Agrostis_capillaris",5,3
"1970","Boothby",2024,"N","W","NW111","111","Alopecurus","Alopecurus_pratensis",5,3
"1971","Boothby",2024,"N","W","NW111","111","Cynosurus","Cynosurus_cristatus",80,4
"1972","Boothby",2024,"N","W","NW111","111","Agrostis","Agrostis_capillaris",5,4
"1973","Boothby",2024,"N","W","NW111","111","Alopecurus","Alopecurus_pratensis",1,4
"1974","Boothby",2024,"N","W","NW111","111","Hordeum","Hordeum_brachyantherum",5,4
"1975","Boothby",2024,"N","W","NW111","111","Lolium","Lolium_perenne",9,4
"1976","Boothby",2024,"N","W","NW113","113","Alopecurus","Alopecurus_myosuroides",80,1
"1977","Boothby",2024,"N","W","NW113","113","Bromus","Bromus_hordeaceus",5,1
"1978","Boothby",2024,"N","W","NW113","113","Alopecurus","Alopecurus_myosuroides",80,2
"1979","Boothby",2024,"N","W","NW113","113","Epilobium","Epilobium_parviflorum",10,2
"1980","Boothby",2024,"N","W","NW113","113","Bromus","Bromus_hordeaceus",10,2
"1981","Boothby",2024,"N","W","NW113","113","Alopecurus","Alopecurus_myosuroides",70,3
"1982","Boothby",2024,"N","W","NW113","113","Bromus","Bromus_hordeaceus",15,3
"1983","Boothby",2024,"N","W","NW113","113","Alopecurus","Alopecurus_myosuroides",90,4
"1984","Boothby",2024,"N","W","NW113","113","Bromus","Bromus_hordeaceus",1,4
"1985","Boothby",2024,"N","W","NW113","113","Sonchus","Sonchus_arvensis",1,4
"1986","Boothby",2024,"N","W","NW112","112","Alopecurus","Alopecurus_myosuroides",60,1
"1987","Boothby",2024,"N","W","NW112","112","Alopecurus","Alopecurus_myosuroides",60,2
"1988","Boothby",2024,"N","W","NW112","112","Alopecurus","Alopecurus_myosuroides",60,3
"1989","Boothby",2024,"N","W","NW112","112","Atriplex","Atriplex_patula",1,3
"1990","Boothby",2024,"N","W","NW112","112","Alopecurus","Alopecurus_myosuroides",60,4
"1991","Boothby",2024,"N","W","NW121","121","Alopecurus","Alopecurus_myosuroides",65,1
"1992","Boothby",2024,"N","W","NW121","121","Bromus","Bromus_hordeaceus",1,1
"1993","Boothby",2024,"N","W","NW121","121","Alopecurus","Alopecurus_myosuroides",50,2
"1994","Boothby",2024,"N","W","NW121","121","Alopecurus","Alopecurus_myosuroides",60,3
"1995","Boothby",2024,"N","W","NW121","121","Alopecurus","Alopecurus_myosuroides",55,4
"1996","Boothby",2024,"N","W","NW122","122","Atriplex","Atriplex_patula",60,1
"1997","Boothby",2024,"N","W","NW122","122","Persicaria","Persicaria_lapathifolia",2,1
"1998","Boothby",2024,"N","W","NW122","122","Jacobaea","Jacobaea_vulgaris",2,1
"1999","Boothby",2024,"N","W","NW122","122","Bromus","Bromus_hordeaceus",1,1
"2000","Boothby",2024,"N","W","NW122","122","Atriplex","Atriplex_patula",40,2
"2001","Boothby",2024,"N","W","NW122","122","Persicaria","Persicaria_lapathifolia",10,2
"2002","Boothby",2024,"N","W","NW122","122","Jacobaea","Jacobaea_vulgaris",2,2
"2003","Boothby",2024,"N","W","NW122","122","Bromus","Bromus_hordeaceus",10,2
"2004","Boothby",2024,"N","W","NW122","122","Atriplex","Atriplex_patula",50,3
"2005","Boothby",2024,"N","W","NW122","122","Persicaria","Persicaria_lapathifolia",5,3
"2006","Boothby",2024,"N","W","NW122","122","Atriplex","Atriplex_patula",20,4
"2007","Boothby",2024,"N","W","NW122","122","Vicia","Vicia_faba",2,4
"2008","Boothby",2024,"N","W","NW122","122","Jacobaea","Jacobaea_vulgaris",5,4
"2009","Boothby",2024,"N","W","NW122","122","Persicaria","Persicaria_lapathifolia",1,4
"2010","Boothby",2024,"N","W","NW123","123","Bromus","Bromus_hordeaceus",90,1
"2011","Boothby",2024,"N","W","NW123","123","Epilobium","Epilobium_parviflorum",2,1
"2012","Boothby",2024,"N","W","NW123","123","Sonchus","Sonchus_asper",2,1
"2013","Boothby",2024,"N","W","NW123","123","Triticum","Triticum_aestivum",1,1
"2014","Boothby",2024,"N","W","NW123","123","Triticum","Triticum_aestivum",1,2
"2015","Boothby",2024,"N","W","NW123","123","Bromus","Bromus_hordeaceus",90,2
"2016","Boothby",2024,"N","W","NW123","123","Epilobium","Epilobium_parviflorum",1,2
"2017","Boothby",2024,"N","W","NW123","123","Bromus","Bromus_hordeaceus",90,3
"2018","Boothby",2024,"N","W","NW123","123","Poa","Poa_trivialis",1,3
"2019","Boothby",2024,"N","W","NW123","123","Epilobium","Epilobium_parviflorum",1,3
"2020","Boothby",2024,"N","W","NW123","123","Bromus","Bromus_hordeaceus",90,4
"2021","Boothby",2024,"N","W","NW123","123","Poa","Poa_trivialis",1,4
"2022","Boothby",2024,"N","W","NW123","123","Veronica","Veronica_persica",1,4
"2023","Boothby",2024,"N","W","NW123","123","Agrostis","Agrostis_capillaris",5,4
"2024","Boothby",2024,"N","W","NW132","132","Pimpinella","Pimpinella_saxifraga",2,1
"2025","Boothby",2024,"N","W","NW132","132","Alopecurus","Alopecurus_myosuroides",75,1
"2026","Boothby",2024,"N","W","NW132","132","Epilobium","Epilobium_coloratum",2,1
"2027","Boothby",2024,"N","W","NW132","132","Sonchus","Sonchus_asper",3,2
"2028","Boothby",2024,"N","W","NW132","132","Epilobium","Epilobium_coloratum",5,2
"2029","Boothby",2024,"N","W","NW132","132","Alopecurus","Alopecurus_myosuroides",75,2
"2030","Boothby",2024,"N","W","NW132","132","Trifolium","Trifolium_hybridum",1,3
"2031","Boothby",2024,"N","W","NW132","132","Alopecurus","Alopecurus_myosuroides",1,3
"2032","Boothby",2024,"N","W","NW132","132","Sonchus","Sonchus_arvensis",1,3
"2033","Boothby",2024,"N","W","NW132","132","Triticum","Triticum_aestivum",3,3
"2034","Boothby",2024,"N","W","NW132","132","Bromus","Bromus_hordeaceus",95,3
"2035","Boothby",2024,"N","W","NW132","132","Epilobium","Epilobium_coloratum",2,3
"2036","Boothby",2024,"N","W","NW132","132","Trifolium","Trifolium_hybridum",5,4
"2037","Boothby",2024,"N","W","NW132","132","Triticum","Triticum_aestivum",10,4
"2038","Boothby",2024,"N","W","NW132","132","Pimpinella","Pimpinella_saxifraga",2,4
"2039","Boothby",2024,"N","W","NW132","132","Alopecurus","Alopecurus_myosuroides",85,4
"2040","Boothby",2024,"N","W","NW132","132","Epilobium","Epilobium_coloratum",2,4
"2041","Boothby",2024,"N","W","NW131","131","Triticum","Triticum_aestivum",25,1
"2042","Boothby",2024,"N","W","NW131","131","Bromus","Bromus_hordeaceus",25,1
"2043","Boothby",2024,"N","W","NW131","131","Jacobaea","Jacobaea_vulgaris",1,1
"2044","Boothby",2024,"N","W","NW131","131","Epilobium","Epilobium_coloratum",1,1
"2045","Boothby",2024,"N","W","NW131","131","Atriplex","Atriplex_patula",10,1
"2046","Boothby",2024,"N","W","NW131","131","Alopecurus","Alopecurus_myosuroides",15,1
"2047","Boothby",2024,"N","W","NW131","131","Vicia","Vicia_faba",4,2
"2048","Boothby",2024,"N","W","NW131","131","Bromus","Bromus_hordeaceus",35,2
"2049","Boothby",2024,"N","W","NW131","131","Atriplex","Atriplex_patula",5,2
"2050","Boothby",2024,"N","W","NW131","131","Triticum","Triticum_aestivum",10,2
"2051","Boothby",2024,"N","W","NW131","131","Alopecurus","Alopecurus_myosuroides",10,2
"2052","Boothby",2024,"N","W","NW131","131","Vicia","Vicia_faba",5,3
"2053","Boothby",2024,"N","W","NW131","131","Epilobium","Epilobium_coloratum",10,3
"2054","Boothby",2024,"N","W","NW131","131","Triticum","Triticum_aestivum",10,3
"2055","Boothby",2024,"N","W","NW131","131","Atriplex","Atriplex_patula",5,3
"2056","Boothby",2024,"N","W","NW131","131","Alopecurus","Alopecurus_myosuroides",35,3
